"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","1871439","Jamie  Callan","","","","Search Engine Support for Software Applications","1--2","","2","human language technologies, question answering, search engine architecture","10.1145/1871437.1871439","","","","","","","2010","","Proceedings of the 19th ACM International Conference on Information and Knowledge Management","CIKM '10","","978-1-4503-0099-5","Toronto, ON, Canada","ACM","New York, NY, USA"
"article","1148232","Alistair  Moffat and William  Webber and Justin  Zobel","","","","Load Balancing for Term-distributed Parallel Retrieval","348--355","","8","","10.1145/1148170.1148232","","","","","","","2006","","Proceedings of the 29th Annual International ACM SIGIR Conference on Research and Development in Information Retrieval","SIGIR '06","","1-59593-369-7","Seattle, Washington, USA","ACM","New York, NY, USA"
"article","1198299","Joyce Y. Chai and Chen  Zhang and Rong  Jin","","","","An Empirical Investigation of User Term Feedback in Text-based Targeted Image Search","","3","","Text-based interactive image retrieval, user term feedback","10.1145/1198296.1198299","ACM Trans. Inf. Syst.","February 2007","25","1","","February","2007","1046-8188","","","","","","ACM","New York, NY, USA"
"article","1555039","Emily  Hill and Lori  Pollock and K.  Vijay-Shanker","","","","Automatically Capturing Source Code Context of NL-queries for Software Maintenance and Reuse","232--242","","11","","10.1109/ICSE.2009.5070524","","","","","","","2009","","Proceedings of the 31st International Conference on Software Engineering","ICSE '09","","978-1-4244-3453-4","","IEEE Computer Society","Washington, DC, USA"
"article","3242180","Dwaipayan  Roy and Mandar  Mitra and Debasis  Ganguly","","","","To Clean or Not to Clean: Document Preprocessing and Reproducibility","18:1--18:25","18","25","Reproducibility, metadata preprocessing, noise, relevance feedback, selecting indexable content, web data","10.1145/3242180","J. Data and Information Quality","October 2018","10","4","","October","2018","1936-1955","","","","","","ACM","New York, NY, USA"
"article","1076046","Chen  Zhang and Joyce Y. Chai and Rong  Jin","","","","User Term Feedback in Interactive Text-based Image Retrieval","51--58","","8","interactive image retrieval, text-based image retrieval, user term feedback","10.1145/1076034.1076046","","","","","","","2005","","Proceedings of the 28th Annual International ACM SIGIR Conference on Research and Development in Information Retrieval","SIGIR '05","","1-59593-034-5","Salvador, Brazil","ACM","New York, NY, USA"
"article","1874037","Zhonghua  Li and Qiaoliang  Xiang and Jason  Hockman and Jianqing  Yang and Yu  Yi and Ichiro  Fujinaga and Ye  Wang","","","","A Music Search Engine for Therapeutic Gait Training","627--630","","4","Parkinson's disease, gait training, music therapy","10.1145/1873951.1874037","","","","","","","2010","","Proceedings of the 18th ACM International Conference on Multimedia","MM '10","","978-1-60558-933-6","Firenze, Italy","ACM","New York, NY, USA"
"article","383961","Ian  Soboroff and Charles  Nicholas and Patrick  Cahan","","","","Ranking Retrieval Systems Without Relevance Judgments","66--73","","8","","10.1145/383952.383961","","","","","","","2001","","Proceedings of the 24th Annual International ACM SIGIR Conference on Research and Development in Information Retrieval","SIGIR '01","","1-58113-331-6","New Orleans, Louisiana, USA","ACM","New York, NY, USA"
"article","1571963","Jun  Wang and Jianhan  Zhu","","","","Portfolio Theory of Information Retrieval","115--122","","8","document ranking under uncertainty, mean-variance analysis, modern portfolio theory, risk management, the probability ranking principle","10.1145/1571941.1571963","","","","","","","2009","","Proceedings of the 32Nd International ACM SIGIR Conference on Research and Development in Information Retrieval","SIGIR '09","","978-1-60558-483-6","Boston, MA, USA","ACM","New York, NY, USA"
"article","1189775","Christopher  Jermaine and Alin  Dobra and Subramanian  Arumugam and Shantanu  Joshi and Abhijit  Pol","","","","The Sort-Merge-Shrink Join","1382--1416","","35","OLAP, Online algorithms, nonparametric statistics","10.1145/1189769.1189775","ACM Trans. Database Syst.","December 2006","31","4","","December","2006","0362-5915","","","","","","ACM","New York, NY, USA"
"article","1083679","Christopher  Jermaine and Alin  Dobra and Abhijit  Pol and Shantanu  Joshi","","","","Online Estimation for Subset-based SQL Queries","745--756","","12","","","","","","","","","2005","","Proceedings of the 31st International Conference on Very Large Data Bases","VLDB '05","","1-59593-154-6","Trondheim, Norway","VLDB Endowment",""
"article","1386125","Nicholas  Lester and Alistair  Moffat and Justin  Zobel","","","","Efficient Online Index Construction for Text Databases","19:1--19:33","19","33","Index construction, index update, search engines, text indexing","10.1145/1386118.1386125","ACM Trans. Database Syst.","August 2008","33","3","","September","2008","0362-5915","","","","","","ACM","New York, NY, USA"
"article","1340775","Laukik  Chitnis and Alin  Dobra and Sanjay  Ranka","","","","Aggregation Methods for Large-scale Sensor Networks","9:1--9:36","9","36","In-network processing and aggregation, fault tolerance, modeling faults, sensor fusion and distributed inference","10.1145/1340771.1340775","ACM Trans. Sen. Netw.","March 2008","4","2","","April","2008","1550-4859","","","","","","ACM","New York, NY, USA"
"article","1244119","Gae-won  You and Seung-won  Hwang","","","","Personalized Ranking: A Contextual Ranking Approach","506--510","","5","context-sensitive ranking, personalization","10.1145/1244002.1244119","","","","","","","2007","","Proceedings of the 2007 ACM Symposium on Applied Computing","SAC '07","","1-59593-480-4","Seoul, Korea","ACM","New York, NY, USA"
"article","1325166","Roberto  Cornacchia and S&#225;ndor  H&#233;man and Marcin  Zukowski and Arjen P. Vries and Peter  Boncz","","","","Flexible and Efficient IR Using Array Databases","151--168","","18","Array databases, Database compression, Information retrieval, Query optimization","10.1007/s00778-007-0071-0","The VLDB Journal","January   2008","17","1","","January","2008","1066-8888","","","","","","Springer-Verlag","Berlin, Heidelberg"
"article","3209527","Dallas  Fraser and Andrew  Kane and Frank Wm. Tompa","","","","Choosing Math Features for BM25 Ranking with Tangent-L","17:1--17:10","17","10","Lucene, MathML, Mathematical content representation, Mathematics information retrieval (MIR), Okapi BM25","10.1145/3209280.3209527","","","","","","","2018","","Proceedings of the ACM Symposium on Document Engineering 2018","DocEng '18","","978-1-4503-5769-2","Halifax, NS, Canada","ACM","New York, NY, USA"
"article","1777439","Jeongwoo  Ko and Luo  Si and Eric  Nyberg and Teruko  Mitamura","","","","Probabilistic Models for Answer-ranking in Multilingual Question-answering","16:1--16:37","16","37","Question-answering, answer selection, answer-merging, answer-ranking, probabilistic graphical model","10.1145/1777432.1777439","ACM Trans. Inf. Syst.","June 2010","28","3","","July","2010","1046-8188","","","","","","ACM","New York, NY, USA"
"article","323229","Yasusi  Kanada","","","","A Method of Geographical Name Extraction from Japanese Text for Thematic Geographical Search","46--54","","9","","10.1145/319950.323229","","","","","","","1999","","Proceedings of the Eighth International Conference on Information and Knowledge Management","CIKM '99","","1-58113-146-1","Kansas City, Missouri, USA","ACM","New York, NY, USA"
"article","2064996","Krisztian  Balog","","","","Finding Related Entities","21--22","","2","entity retrieval","10.1145/2064988.2064996","","","","","","","2011","","Proceedings of the 1st International Workshop on Search and Mining Entity-relationship Data","SMER '11","","978-1-4503-0957-8","Glasgow, Scotland, UK","ACM","New York, NY, USA"
"article","1995999","Maria Soledad Pera and Yiu-Kai  Ng","","","","A Community Question-answering Refinement System","251--260","","10","answer ranking, community question answering, question matching, word similarity measure","10.1145/1995966.1995999","","","","","","","2011","","Proceedings of the 22Nd ACM Conference on Hypertext and Hypermedia","HT '11","","978-1-4503-0256-2","Eindhoven, The Netherlands","ACM","New York, NY, USA"
"article","563773","Henry C. Wang and David D. Feng and Jesse S. Jin","","","","Cataloging and Search Engine for Video Library","97--98","","2","content- based video access, video cataloging, video indexing, video retrieval, video segmentation","","","","","","","","2001","","Selected Papers from the Pan-Sydney Workshop on Visualisation - Volume 2","VIP '00","","0-909-92580-1","Sydney, Australia","Australian Computer Society, Inc.","Darlinghurst, Australia, Australia"
"article","1328856","E. Patrick Shironoshita and Michael T. Ryan and Mansur R. Kabuka","","","","Cardinality Estimation for the Optimization of Queries on Ontologies","13--18","","6","OWL, SPARQL, cardinality estimation, ontology, query optimization, semantic query","10.1145/1328854.1328856","SIGMOD Rec.","June 2007","36","2","","June","2007","0163-5808","","","","","","ACM","New York, NY, USA"
"article","1458507","Jianhan  Zhu","","","","A Study of the Relationship Between Ad Hoc Retrieval and Expert Finding in Enterprise Environment","25--30","","6","ad hoc retrieval, expert finding, language models","10.1145/1458502.1458507","","","","","","","2008","","Proceedings of the 10th ACM Workshop on Web Information and Data Management","WIDM '08","","978-1-60558-260-3","Napa Valley, California, USA","ACM","New York, NY, USA"
"article","2756958","Hengyi  Fu and Shuheng  Wu","","","","Studying Chinese-English Mixed Language Queries from the User Perspectives","247--248","","2","cross-language information retrieval, mixed language queries, search behavior","10.1145/2756406.2756958","","","","","","","2015","","Proceedings of the 15th ACM/IEEE-CS Joint Conference on Digital Libraries","JCDL '15","","978-1-4503-3594-2","Knoxville, Tennessee, USA","ACM","New York, NY, USA"
"article","1099739","Nicholas  Lester and Alistair  Moffat and Justin  Zobel","","","","Fast On-line Index Construction by Geometric Partitioning","776--783","","8","inverted file, inverted index, search engine","10.1145/1099554.1099739","","","","","","","2005","","Proceedings of the 14th ACM International Conference on Information and Knowledge Management","CIKM '05","","1-59593-140-6","Bremen, Germany","ACM","New York, NY, USA"
"article","348754","Edleno  Silva de Moura and Gonzalo  Navarro and Nivio  Ziviani and Ricardo  Baeza-Yates","","","","Fast and Flexible Word Searching on Compressed Text","113--139","","27","compressed pattern matching, natural language text compression, word searching, word-based Huffman coding","10.1145/348751.348754","ACM Trans. Inf. Syst.","April 2000","18","2","","April","2000","1046-8188","","","","","","ACM","New York, NY, USA"
"article","1807204","Jeffrey  Jestes and Feifei  Li and Zhepeng  Yan and Ke  Yi","","","","Probabilistic String Similarity Joins","327--338","","12","approximate string queries, probabilistic strings, string joins","10.1145/1807167.1807204","","","","","","","2010","","Proceedings of the 2010 ACM SIGMOD International Conference on Management of Data","SIGMOD '10","","978-1-4503-0032-2","Indianapolis, Indiana, USA","ACM","New York, NY, USA"
"article","1989429","Yang  Li and Feifei  Li and Ke  Yi and Bin  Yao and Min  Wang","","","","Flexible Aggregate Similarity Search","1009--1020","","12","aggregate nearest neighbor, aggregate similarity search, nearest neighbor, similarity search","10.1145/1989323.1989429","","","","","","","2011","","Proceedings of the 2011 ACM SIGMOD International Conference on Management of Data","SIGMOD '11","","978-1-4503-0661-4","Athens, Greece","ACM","New York, NY, USA"
"article","2094054","Jaime  Ballesteros and Ariel  Cary and Naphtali  Rishe","","","","SpSJoin: Parallel Spatial Similarity Joins","481--484","","4","","10.1145/2093973.2094054","","","","","","","2011","","Proceedings of the 19th ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems","GIS '11","","978-1-4503-1031-4","Chicago, Illinois","ACM","New York, NY, USA"
"article","544259","Ray R. Larson and Fredric  Gey and Aitao  Chen","","","","Harvesting Translingual Vocabulary Mappings for Multilingual Digital Libraries","185--190","","6","controlled vocabularies, cross-lingual information retrieval, entry vocabulary indexes","10.1145/544220.544259","","","","","","","2002","","Proceedings of the 2Nd ACM/IEEE-CS Joint Conference on Digital Libraries","JCDL '02","","1-58113-513-0","Portland, Oregon, USA","ACM","New York, NY, USA"
"article","504294","Hiroaki  Nakamura","","","","Incremental Computation of Complex Object Queries","156--165","","10","","10.1145/504311.504294","SIGPLAN Not.","11/01/2001","36","11","","October","2001","0362-1340","","","","","","ACM","New York, NY, USA"
"article","504294","Hiroaki  Nakamura","","","","Incremental Computation of Complex Object Queries","156--165","","10","","10.1145/504282.504294","","","","","","","2001","","Proceedings of the 16th ACM SIGPLAN Conference on Object-oriented Programming, Systems, Languages, and Applications","OOPSLA '01","","1-58113-335-9","Tampa Bay, FL, USA","ACM","New York, NY, USA"
"article","2502174","Amir  Roshan Zamir and Afshin  Dehghan and Mubarak  Shah","","","","Visual Business Recognition: A Multimodal Approach","665--668","","4","business recognition, business review, location based service, map, multi-hypotheses, scene text, storefront, yelp","10.1145/2502081.2502174","","","","","","","2013","","Proceedings of the 21st ACM International Conference on Multimedia","MM '13","","978-1-4503-2404-5","Barcelona, Spain","ACM","New York, NY, USA"
"article","1963497","Wangchao  Le and Songyun  Duan and Anastasios  Kementsietsidis and Feifei  Li and Min  Wang","","","","Rewriting Queries on SPARQL Views","655--664","","10","rewriting, sparql query, sparql views","10.1145/1963405.1963497","","","","","","","2011","","Proceedings of the 20th International Conference on World Wide Web","WWW '11","","978-1-4503-0632-4","Hyderabad, India","ACM","New York, NY, USA"
"article","1646238","Danzhou  Liu and Kien A. Hua","","","","Incremental Query Evaluation for Support Vector Machines","1815--1818","","4","active learning, multimedia retrieval, relevance feedback, support vector machines","10.1145/1645953.1646238","","","","","","","2009","","Proceedings of the 18th ACM Conference on Information and Knowledge Management","CIKM '09","","978-1-60558-512-3","Hong Kong, China","ACM","New York, NY, USA"
"article","1247503","Florin  Rusu and Alin  Dobra","","","","Statistical Analysis of Sketch Estimators","187--198","","12","AGMS sketches, count-min sketches, fast-AGMS sketches, fast-count sketches, size of join estimation","10.1145/1247480.1247503","","","","","","","2007","","Proceedings of the 2007 ACM SIGMOD International Conference on Management of Data","SIGMOD '07","","978-1-59593-686-8","Beijing, China","ACM","New York, NY, USA"
"article","3196425","Md Masudur Rahman and Jed  Barson and Sydney  Paul and Joshua  Kayani and Federico Andr&#233;s Lois and Sebasti&#225;n Fernandez Quezada and Christopher  Parnin and Kathryn T. Stolee and Baishakhi  Ray","","","","Evaluating How Developers Use General-purpose Web-search for Code Retrieval","465--475","","11","","10.1145/3196398.3196425","","","","","","","2018","","Proceedings of the 15th International Conference on Mining Software Repositories","MSR '18","","978-1-4503-5716-6","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","1631390","Danzhou  Liu and Kien A. Hua","","","","Transfer Non-metric Measures into Metric for Similarity Search","693--696","","4","multimedia retrieval, non-metric similarity, relevance feedback","10.1145/1631272.1631390","","","","","","","2009","","Proceedings of the 17th ACM International Conference on Multimedia","MM '09","","978-1-60558-608-3","Beijing, China","ACM","New York, NY, USA"
"article","1883049","Diane G. Schwartz and June  Abbas and Richard  Krause and Ronald  Moscati and Shravanti  Halpern","","","","Are Internet Searches a Reliable Source of Information for Answering Residents' Clinical Questions in the Emergency Room","391--394","","4","information retrieval, information seeking behavior, internet searching, resident education","10.1145/1882992.1883049","","","","","","","2010","","Proceedings of the 1st ACM International Health Informatics Symposium","IHI '10","","978-1-4503-0030-8","Arlington, Virginia, USA","ACM","New York, NY, USA"
"article","500226","Khanh  Vu and Kien A. Hua and JungHwan  Oh","","","","Indexing for Efficient Processing of Noise-free Queries","509--511","","3","","10.1145/500141.500226","","","","","","","2001","","Proceedings of the Ninth ACM International Conference on Multimedia","MULTIMEDIA '01","","1-58113-394-4","Ottawa, Canada","ACM","New York, NY, USA"
"article","1099696","Shuang  Liu and Clement  Yu and Weiyi  Meng","","","","Word Sense Disambiguation in Queries","525--532","","8","WordNet, information retrieval, word sense disambiguation","10.1145/1099554.1099696","","","","","","","2005","","Proceedings of the 14th ACM International Conference on Information and Knowledge Management","CIKM '05","","1-59593-140-6","Bremen, Germany","ACM","New York, NY, USA"
"article","1376740","Florin  Rusu and Fei  Xu and Luis Leopoldo Perez and Mingxi  Wu and Ravi  Jampani and Chris  Jermaine and Alin  Dobra","","","","The DBO Database System","1223--1226","","4","dbo, online aggregation, sampling","10.1145/1376616.1376740","","","","","","","2008","","Proceedings of the 2008 ACM SIGMOD International Conference on Management of Data","SIGMOD '08","","978-1-60558-102-6","Vancouver, Canada","ACM","New York, NY, USA"
"article","275353","Chung-Min  Chen and Naphtali  Rishe","","","","Development of an Open and Scalable Web-based Information Publishing System","163--165","","3","","10.1145/275295.275353","","","","","","","1998","","Proceedings of the 36th Annual Southeast Regional Conference","ACM-SE 36","","1-58113-030-9","","ACM","New York, NY, USA"
"article","1315527","Christopher  Jermaine","","","","Robust Estimation with Sampling and Approximate Pre-aggregation","886--897","","12","","","","","","","","","2003","","Proceedings of the 29th International Conference on Very Large Data Bases - Volume 29","VLDB '03","","0-12-722442-4","Berlin, Germany","VLDB Endowment",""
"article","2398746","Christan Earl Grant and Joir-dan  Gumbs and Kun  Li and Daisy Zhe Wang and George  Chitouras","","","","MADden: Query-driven Statistical Text Analytics","2740--2742","","3","databases, query-driven, text analytics","10.1145/2396761.2398746","","","","","","","2012","","Proceedings of the 21st ACM International Conference on Information and Knowledge Management","CIKM '12","","978-1-4503-1156-4","Maui, Hawaii, USA","ACM","New York, NY, USA"
"article","1142532","Khanh  Vu and Kien A. Hua and Hao  Cheng and Sheau-Dong  Lang","","","","A Non-linear Dimensionality-reduction Technique for Fast Similarity Search in Large Databases","527--538","","12","","10.1145/1142473.1142532","","","","","","","2006","","Proceedings of the 2006 ACM SIGMOD International Conference on Management of Data","SIGMOD '06","","1-59593-434-0","Chicago, IL, USA","ACM","New York, NY, USA"
"article","500745","Peter  Clark and John  Thompson and Ken  Barker and Bruce  Porter and Vinay  Chaudhri and Andres  Rodriguez and J&#233;r&#244;me  Thom&#233;r&#233; and Sunil  Mishra and Yolanda  Gil and Pat  Hayes and Thomas  Reichherzer","","","","Knowledge Entry As the Graphical Assembly of Components","22--29","","8","components, composition, graphical knowledge entry, knowledge acquisition, knowledge-based systems","10.1145/500737.500745","","","","","","","2001","","Proceedings of the 1st International Conference on Knowledge Capture","K-CAP '01","","1-58113-380-4","Victoria, British Columbia, Canada","ACM","New York, NY, USA"
"article","1105698","Yan  Qu and David A. Hull and Gregory  Grefenstette and David A. Evans and Motoko  Ishikawa and Setsuko  Nara and Toshiya  Ueda and Daisuke  Noda and Kousaku  Arita and Yuki  Funakoshi and Hiroshi  Matsuda","","","","Towards Effective Strategies for Monolingual and Bilingual Information Retrieval: Lessons Learned from NTCIR-4","78--110","","33","Monolingual information retrieval, NTCIR, comparison, cross-language information retrieval","10.1145/1105696.1105698","","June 2005","4","2","","June","2005","1530-0226","","","","","","ACM","New York, NY, USA"
"article","1386408","Alexander  Haubold and Apostol  Natsev","","","","Web-based Information Content and Its Application to Concept-based Video Retrieval","437--446","","10","LSCOM, TRECVid, WordNet, brown corpus, information content, semantic similarity","10.1145/1386352.1386408","","","","","","","2008","","Proceedings of the 2008 International Conference on Content-based Image and Video Retrieval","CIVR '08","","978-1-60558-070-8","Niagara Falls, Canada","ACM","New York, NY, USA"
"article","1164205","Jayendra  Venkateswaran and Deepak  Lachwani and Tamer  Kahveci and Christopher  Jermaine","","","","Reference-based Indexing of Sequence Databases","906--917","","12","","","","","","","","","2006","","Proceedings of the 32Nd International Conference on Very Large Data Bases","VLDB '06","","","Seoul, Korea","VLDB Endowment",""
"article","1325907","Mingxi  Wu and Christopher  Jermaine","","","","A Bayesian Method for Guessing the Extreme Values in a Data Set?","471--482","","12","","","","","","","","","2007","","Proceedings of the 33rd International Conference on Very Large Data Bases","VLDB '07","","978-1-59593-649-3","Vienna, Austria","VLDB Endowment",""
"article","1376686","Ravi  Jampani and Fei  Xu and Mingxi  Wu and Luis Leopoldo Perez and Christopher  Jermaine and Peter J. Haas","","","","MCDB: A Monte Carlo Approach to Managing Uncertain Data","687--700","","14","mcdb, monte carlo, uncertainty","10.1145/1376616.1376686","","","","","","","2008","","Proceedings of the 2008 ACM SIGMOD International Conference on Management of Data","SIGMOD '08","","978-1-60558-102-6","Vancouver, Canada","ACM","New York, NY, USA"
"article","2247631","Anand  Kumar and Vladimir  Grupcev and Yongke  Yuan and Yi-Cheng  Tu and Gang  Shen","","","","Distance Histogram Computation Based on Spatiotemporal Uniformity in Scientific Data","288--299","","12","density map, quad-tree, scientific data, spatial distance histogram, spatiotemporal locality","10.1145/2247596.2247631","","","","","","","2012","","Proceedings of the 15th International Conference on Extending Database Technology","EDBT '12","","978-1-4503-0790-1","Berlin, Germany","ACM","New York, NY, USA"
"article","961370","Elaine G. Toms and Luanne  Freund and Richard  Kopak and Joan C. Bartlett","","","","The Effect of Task Domain on Search","303--312","","10","","","","","","","","","2003","","Proceedings of the 2003 Conference of the Centre for Advanced Studies on Collaborative Research","CASCON '03","","","Toronto, Ontario, Canada","IBM Press",""
"article","1559987","Abhijith  Kashyap and Vagelis  Hristidis and Michalis  Petropoulos and Sotiria  Tavoulari","","","","Exploring Biomedical Databases with BioNav","1079--1082","","4","query results navigation, taxonomy, user interfaces","10.1145/1559845.1559987","","","","","","","2009","","Proceedings of the 2009 ACM SIGMOD International Conference on Management of Data","SIGMOD '09","","978-1-60558-551-2","Providence, Rhode Island, USA","ACM","New York, NY, USA"
"article","320005","Clement  Yu and Weiyi  Meng and King-Lup  Liu and Wensheng  Wu and Naphtali  Rishe","","","","Efficient and Effective Metasearch for a Large Number of Text Databases","217--224","","8","","10.1145/319950.320005","","","","","","","1999","","Proceedings of the Eighth International Conference on Information and Knowledge Management","CIKM '99","","1-58113-146-1","Kansas City, Missouri, USA","ACM","New York, NY, USA"
"article","1529287","Piyush  Harsh and Richard  Newman","","","","Using Geo-spatial Session Tagging for Smart Multicast Session Discovery","22--27","","6","IP multicast, SSM, geocoding, mDNS, multicast, session directory, source discovery","10.1145/1529282.1529287","","","","","","","2009","","Proceedings of the 2009 ACM Symposium on Applied Computing","SAC '09","","978-1-60558-166-8","Honolulu, Hawaii","ACM","New York, NY, USA"
"article","945657","Stuart E. Middleton and Nigel R. Shadbolt and David C. De Roure","","","","Capturing Interest Through Inference and Visualization: Ontological User Profiling in Recommender Systems","62--69","","8","knowledge capture, machine learning, ontology, profile visualization, recommender systems, user modelling, user profiling","10.1145/945645.945657","","","","","","","2003","","Proceedings of the 2Nd International Conference on Knowledge Capture","K-CAP '03","","1-58113-583-1","Sanibel Island, FL, USA","ACM","New York, NY, USA"
"article","2534850","","","","","A Comparison of String Similarity Measures for Toponym Matching","54:54--54:61","54","8","data integration, duplicate detection, edit distance, gazetteers, geographic information retrieval, string similarity, toponyms","10.1145/2534848.2534850","","","","","","","2013","","Proceedings of The First ACM SIGSPATIAL International Workshop on Computational Models of Place","COMP '13","","978-1-4503-2535-6","Orlando FL, USA","ACM","New York, NY, USA"
"article","348762","Essam A. El-Kwae and Mansur R. Kabuka","","","","Efficient Content-based Indexing of Large Image Databases","171--210","","40","content analysis and indexing, document managing, image databases, index generation, multimedia databases","10.1145/348751.348762","ACM Trans. Inf. Syst.","April 2000","18","2","","April","2000","1046-8188","","","","","","ACM","New York, NY, USA"
"article","1066224","Abhijit  Pol and Christopher  Jermaine","","","","Relational Confidence Bounds Are Easy with the Bootstrap","587--598","","12","","10.1145/1066157.1066224","","","","","","","2005","","Proceedings of the 2005 ACM SIGMOD International Conference on Management of Data","SIGMOD '05","","1-59593-060-4","Baltimore, Maryland","ACM","New York, NY, USA"
"article","1065196","Alin  Dobra","","","","Histograms Revisited: When Are Histograms the Best Approximation Method for Aggregates over Joins?","228--237","","10","","10.1145/1065167.1065196","","","","","","","2005","","Proceedings of the Twenty-fourth ACM SIGMOD-SIGACT-SIGART Symposium on Principles of Database Systems","PODS '05","","1-59593-062-0","Baltimore, Maryland","ACM","New York, NY, USA"
"article","319963","Mei-Ling  Shyu and Shu-Ching  Chen and R. L. Kashyap","","","","Discovering Quasi-equivalence Relationships from Database Systems","102--108","","7","","10.1145/319950.319963","","","","","","","1999","","Proceedings of the Eighth International Conference on Information and Knowledge Management","CIKM '99","","1-58113-146-1","Kansas City, Missouri, USA","ACM","New York, NY, USA"
"article","1032609","Mei-Ling  Shyu and Shu-Ching  Chen and Min  Chen and Chengcui  Zhang","","","","A Unified Framework for Image Database Clustering and Content-based Retrieval","19--27","","9","Markov model mediators (MMMs), content-based image retrieval (CBIR), image database clustering","10.1145/1032604.1032609","","","","","","","2004","","Proceedings of the 2Nd ACM International Workshop on Multimedia Databases","MMDB '04","","1-58113-975-6","Washington, DC, USA","ACM","New York, NY, USA"
